SKU,Category,Weight (lbs),Volume (cubic ft),Total Inventory Picks,7AM - 8AM,8AM - 9AM,9AM -10AM,10AM - 11AM,11AM - 12PM,12PM - 1PM,1PM - 2PM,2PM - 3PM,3PM - 4PM,4PM - 5PM,5PM - 6PM,6PM - 7PM,7PM - 8PM
99914,Medical,2.77,1.07,123,3,9,6,11,17,23,17,15,14,5,3,0,0
96059,Electronics,13.3,0.65,263,7,18,44,28,26,21,20,21,15,15,20,20,8
35714,Home,49.36,63.54,272,87,92,45,26,12,10,0,0,0,0,0,0,0
44965,Clothing,0.68,5.64,388,193,88,67,15,17,8,0,0,0,0,0,0,0
79829,Office,2.78,4.41,479,46,68,68,94,51,52,49,26,15,5,5,0,0
34057,Home,17.81,32.3,167,0,0,0,0,3,5,17,24,35,30,32,18,3
83973,Electronics,11.52,2.21,116,2,10,8,12,17,20,13,14,14,3,3,0,0
40388,Clothing,0.31,3.14,238,83,85,47,14,4,4,1,0,0,0,0,0,0
56868,Medical,3.03,2.36,217,0,0,0,0,3,6,21,22,38,60,47,18,2
44848,Sports,10.74,0.48,103,1,6,15,7,11,12,13,18,14,3,3,0,0
91721,Clothing,0.58,0.3,318,159,89,43,15,8,1,3,0,0,0,0,0,0
28490,Clothing,0.44,3.82,193,0,0,0,0,2,4,32,29,25,51,24,18,8
44623,Medical,1.69,3.17,260,4,18,48,17,25,25,17,22,20,24,17,17,6
66420,Medical,0.53,0.07,126,6,6,15,16,9,24,24,17,7,2,0,0,0
98360,Office,0.91,3.44,194,0,0,0,0,3,2,30,30,40,43,27,14,5
21691,Clothing,0.49,6.86,118,2,11,13,14,15,13,15,15,14,4,2,0,0
61895,Clothing,0.56,6.15,276,5,17,44,30,28,22,16,24,20,22,21,20,7
54420,Electronics,8.53,1.57,280,6,26,49,17,25,29,17,25,25,20,16,19,6
67166,Clothing,0.53,2.1,478,44,42,72,91,79,51,45,26,19,7,2,0,0
45208,Electronics,8.48,3,524,59,66,71,110,79,43,56,21,12,7,0,0,0
90468,Clothing,0.56,4.26,460,38,40,73,91,53,51,53,36,17,6,2,0,0
28833,Hygiene,0.12,0.53,139,9,13,15,8,16,15,26,20,8,6,3,0,0
27171,Office,4.21,3.91,119,2,6,15,7,19,22,24,10,8,3,3,0,0
57119,Medical,3.16,1.83,304,127,99,43,18,12,2,3,0,0,0,0,0,0
82882,Sports,17.37,9.56,483,58,70,53,86,71,52,33,28,19,9,4,0,0
50783,Sports,0.65,17.5,137,9,7,12,8,13,22,26,25,7,6,2,0,0
48375,Hygiene,1.96,0.46,313,151,79,48,15,6,10,4,0,0,0,0,0,0
16413,Home,66.1,28.24,412,200,93,65,30,14,9,1,0,0,0,0,0,0
88066,Office,4.76,3.57,308,126,82,67,20,9,1,3,0,0,0,0,0,0
43830,Home,14.88,28.76,259,7,17,50,24,19,17,20,22,22,16,20,19,6
45827,Hygiene,3.28,0.54,111,4,5,8,13,9,24,12,17,13,6,0,0,0
44095,Medical,2.97,1.98,293,167,40,34,27,14,7,4,0,0,0,0,0,0
28795,Medical,1.25,2.05,493,44,51,80,110,60,50,44,30,13,6,5,0,0
52281,Sports,11.13,8.25,537,37,67,74,109,78,59,54,35,17,6,1,0,0
62553,Clothing,0.48,2.48,246,0,0,0,0,3,10,39,33,56,47,44,12,2
81680,Hygiene,1.34,0.34,206,0,0,0,0,2,9,25,33,36,50,33,12,6
14465,Hygiene,2.12,0.47,547,57,56,73,105,76,60,60,36,11,8,5,0,0
96473,Medical,1.39,0.2,268,8,21,43,15,27,28,23,18,21,19,23,16,6
89414,Medical,2.29,3.81,465,31,48,57,98,59,65,42,39,13,8,5,0,0
57530,Electronics,8.48,2.12,196,0,0,0,0,3,3,32,29,40,44,30,14,1
28216,Electronics,6.39,0.8,195,0,0,0,0,5,5,12,35,46,41,31,14,6
63904,Office,4.92,4.14,189,0,0,0,0,5,4,24,27,50,35,25,15,4
72278,Electronics,10.42,3.04,286,92,91,70,16,16,1,0,0,0,0,0,0,0
36935,Sports,20.22,10.28,242,91,61,36,28,17,5,4,0,0,0,0,0,0
10572,Hygiene,0.05,0.35,519,45,63,77,97,67,68,38,36,16,9,3,0,0
87123,Hygiene,1.95,0.43,516,39,67,54,107,67,70,43,40,20,8,1,0,0
51909,Office,1.57,3.06,204,0,0,0,0,5,3,28,21,37,59,35,10,6
11475,Sports,10.74,9.48,197,0,0,0,0,1,10,29,23,46,31,37,12,8
30392,Sports,11.89,13.32,254,6,18,44,24,18,30,18,19,18,22,15,16,6
13977,Hygiene,1.91,0.58,262,4,22,50,20,22,21,20,23,21,19,15,20,5
37553,Hygiene,1.52,0.57,147,10,12,15,13,16,12,23,22,17,4,3,0,0
42393,Office,4.55,3.59,458,31,67,57,80,65,65,40,30,11,7,5,0,0
46162,Hygiene,2.58,0.52,255,7,19,43,30,17,16,18,25,19,21,16,19,5
79352,Electronics,12.55,2.68,213,0,0,0,0,3,10,11,28,39,51,52,17,2
82120,Electronics,11.52,4.87,140,5,6,9,12,20,21,26,23,12,5,1,0,0
40906,Medical,1.56,1.56,238,0,0,0,0,1,5,26,39,51,36,55,19,6
36816,Electronics,11.6,0.66,497,56,40,76,83,75,62,56,23,18,5,3,0,0
16953,Medical,2.86,4.18,252,6,24,49,23,16,19,18,20,18,20,16,17,6
45581,Clothing,0.58,5.51,241,7,17,42,16,30,15,20,16,19,16,20,18,5
82367,Clothing,0.51,5.18,481,42,60,77,91,68,53,43,26,13,7,1,0,0
50905,Home,45.51,90.45,132,9,8,13,16,20,11,23,15,10,6,1,0,0
11372,Hygiene,3.03,0.67,513,59,51,70,93,70,67,45,27,17,10,4,0,0
57598,Home,49.89,25.78,493,57,47,78,86,77,48,54,22,15,8,1,0,0
45127,Sports,29.34,7.14,113,5,6,6,8,17,10,22,21,15,3,0,0,0
54611,Medical,2.42,0.57,314,162,41,63,25,17,1,5,0,0,0,0,0,0
96673,Electronics,7.25,0.89,303,140,62,65,28,7,1,0,0,0,0,0,0,0
11063,Electronics,4.55,2.45,116,4,8,11,15,11,18,15,22,7,5,0,0,0
60491,Electronics,9.06,0.53,480,39,58,79,91,58,69,33,31,11,6,5,0,0
46416,Medical,1.83,2.7,206,0,0,0,0,1,10,38,36,27,53,22,13,6
35249,Office,4.79,2.7,266,6,15,44,30,20,24,20,24,16,21,18,20,8
76941,Office,4.96,3.09,255,5,17,49,17,17,23,22,20,21,18,21,18,7
94299,Home,44.97,61.82,123,6,13,8,15,16,11,13,19,13,6,3,0,0
97222,Hygiene,3.03,0.39,317,170,55,55,27,7,3,0,0,0,0,0,0,0
33078,Hygiene,2.07,0.52,219,0,0,0,0,5,8,27,28,41,37,55,11,7
23638,Home,33.71,16.96,198,0,0,0,0,1,3,38,32,35,42,23,16,8
65085,Sports,17.82,12.35,484,31,68,75,87,63,57,50,33,10,5,5,0,0
43130,Electronics,9.22,1.34,380,194,99,45,13,14,10,5,0,0,0,0,0,0
90167,Home,3.38,61.15,280,5,20,49,29,29,30,16,24,16,15,23,20,4
65633,Hygiene,1.89,0.63,485,49,48,54,97,54,66,59,27,18,8,5,0,0
96583,Sports,6.65,24.25,234,0,0,0,0,2,4,35,35,35,49,53,11,10
70855,Office,4.71,4.69,534,54,66,80,95,68,67,55,29,12,5,3,0,0
66863,Clothing,0.45,6.51,239,8,22,40,21,19,15,16,15,20,20,22,16,5
86678,Medical,2.26,2.36,236,92,59,31,27,14,10,3,0,0,0,0,0,0
76006,Sports,16.81,15.26,256,8,25,42,18,15,26,24,15,22,19,20,17,5
36983,Medical,3.72,1.14,364,190,60,67,24,20,3,0,0,0,0,0,0,0
85124,Office,3.94,4.61,317,182,48,42,18,18,5,4,0,0,0,0,0,0
73621,Medical,1.49,2.45,265,7,15,46,19,25,23,19,24,18,19,24,20,6
21403,Medical,2.69,2.53,213,0,0,0,0,2,8,25,25,32,60,35,17,9
58418,Clothing,0.58,1.61,307,155,43,62,18,18,6,5,0,0,0,0,0,0
24931,Office,5.21,2.48,271,8,29,44,15,28,23,24,21,19,16,24,16,4
99552,Office,3.21,3.47,226,0,0,0,0,4,10,29,23,52,35,55,15,3
13862,Electronics,4.07,1.97,489,54,49,74,105,52,53,34,39,19,5,5,0,0
98105,Home,28.47,31.09,251,0,0,0,0,0,9,23,28,60,49,57,15,10
10448,Medical,1.47,0.83,485,60,59,56,100,69,47,47,25,11,8,3,0,0
93153,Sports,19.49,9.17,285,6,30,49,16,20,26,24,20,20,21,25,20,8
54330,Electronics,13.23,2.55,268,152,55,39,10,5,6,1,0,0,0,0,0,0
23599,Electronics,5.8,0.17,266,7,22,45,21,30,23,16,18,22,22,15,17,8
73872,Home,35.17,79.9,509,36,49,78,101,78,69,47,29,15,7,0,0,0
81147,Electronics,10.08,2.68,269,6,21,44,22,26,26,15,25,17,20,22,17,8
32126,Medical,2.14,2.11,226,100,62,31,16,5,7,5,0,0,0,0,0,0
73592,Electronics,13.45,1.94,194,0,0,0,0,0,4,33,24,30,53,31,14,5
71217,Clothing,0.39,5.4,263,113,72,47,20,10,0,1,0,0,0,0,0,0
69894,Home,34.03,7.46,271,5,23,49,16,20,28,20,22,24,25,18,16,5
61563,Medical,2.27,0.47,465,35,65,51,108,70,42,45,28,12,8,1,0,0
53247,Home,36,20.89,240,108,52,31,26,16,4,3,0,0,0,0,0,0
50909,Electronics,17.32,3.2,454,35,55,77,83,58,63,39,24,11,8,1,0,0
95044,Hygiene,3.82,0.53,113,2,8,10,8,18,18,20,17,8,3,1,0,0
50350,Medical,1.14,2.92,226,87,56,47,12,17,5,2,0,0,0,0,0,0
36994,Clothing,0.44,7.51,136,7,12,8,13,20,20,27,10,14,2,3,0,0
79689,Electronics,11.58,2.47,326,189,66,36,21,4,6,4,0,0,0,0,0,0
65620,Sports,17.5,4.12,126,3,9,14,17,20,19,17,11,12,1,3,0,0
51823,Office,1.99,2.17,339,165,62,64,28,10,6,4,0,0,0,0,0,0
91157,Electronics,8.53,2.52,485,50,45,77,81,76,64,37,30,18,7,0,0,0
50151,Office,3.09,5.44,120,5,9,10,14,9,24,13,12,16,5,3,0,0
27822,Home,37.84,24.75,255,0,0,0,0,2,8,36,29,45,51,56,18,10
29585,Sports,10.05,10.41,142,8,14,11,15,8,23,25,16,14,5,3,0,0
11809,Clothing,0.58,2.31,423,40,60,52,91,51,47,30,24,18,9,1,0,0
21933,Hygiene,1.88,0.52,212,0,0,0,0,5,2,27,38,26,48,51,10,5
98754,Sports,14.44,11.97,266,105,67,47,27,13,4,3,0,0,0,0,0,0
92789,Clothing,0.57,6.33,217,0,0,0,0,2,7,31,26,41,36,60,12,2
59345,Sports,11.18,14.06,128,5,9,12,10,18,23,13,19,12,6,1,0,0
95000,Hygiene,1.2,0.34,470,41,57,63,92,69,49,51,27,13,7,1,0,0
13763,Medical,3.28,1.1,260,8,16,40,29,24,27,16,24,22,17,16,15,6
88851,Hygiene,1.97,0.6,433,30,44,50,95,57,51,57,27,10,7,5,0,0
38978,Medical,0.43,1.34,411,34,43,58,84,54,45,36,29,15,10,3,0,0
43597,Clothing,0.55,4.51,472,37,57,63,80,70,66,55,21,12,8,3,0,0
84528,Hygiene,1.1,0.58,237,0,0,0,0,2,9,12,25,57,54,51,19,8
96713,Home,30.4,52.83,255,5,20,43,22,16,30,17,20,15,20,22,18,7
91046,Medical,0.81,2.24,227,0,0,0,0,0,4,36,23,54,47,46,14,3
20479,Office,3.53,6.58,339,190,58,41,27,19,3,1,0,0,0,0,0,0
70063,Medical,1.87,1.68,132,4,14,15,16,16,25,12,13,9,6,2,0,0
69536,Medical,1.51,0.77,477,48,41,64,109,71,57,30,29,19,5,4,0,0
13443,Hygiene,3.55,0.34,228,0,0,0,0,0,4,22,21,48,59,58,13,3
20594,Home,36.39,41.97,436,36,45,53,80,79,56,33,25,14,10,5,0,0
75267,Electronics,18.97,3.04,228,0,0,0,0,5,3,24,33,47,54,47,13,2
98625,Sports,7.07,12.68,354,174,70,58,30,13,7,2,0,0,0,0,0,0
38795,Medical,2.78,1.63,489,57,55,78,85,61,41,59,29,14,9,1,0,0
49298,Office,0.08,0.18,312,147,92,40,11,14,5,3,0,0,0,0,0,0
37440,Electronics,3.37,2,462,52,40,60,95,74,40,39,33,16,10,3,0,0
11698,Sports,19.93,8.52,210,0,0,0,0,4,8,20,22,41,49,51,11,4
53548,Office,0.89,3.97,262,8,21,49,15,20,26,19,22,23,18,17,17,7
87270,Home,8.83,33.03,428,52,67,50,80,55,45,37,22,10,7,3,0,0
66946,Sports,9.05,1.55,236,0,0,0,0,2,6,25,40,35,57,47,15,9
10622,Hygiene,3.1,0.34,226,0,0,0,0,5,3,39,29,53,32,43,17,5
22237,Hygiene,1.11,0.49,315,172,52,57,18,5,6,5,0,0,0,0,0,0
28908,Home,56.57,48.5,273,5,28,44,27,20,30,17,22,22,17,17,19,5
38989,Clothing,0.51,4.6,288,106,69,62,22,18,10,1,0,0,0,0,0,0
91433,Sports,3.71,12.62,125,6,12,7,14,13,17,24,17,14,1,0,0,0
24850,Office,1.76,5.71,296,115,88,47,25,18,3,0,0,0,0,0,0,0
42930,Hygiene,1.95,0.56,502,42,42,58,105,80,51,57,35,19,10,3,0,0
39288,Sports,13.76,13.18,263,8,28,43,21,17,15,24,24,20,20,20,17,6
28447,Sports,22.22,10.55,261,6,21,43,27,23,18,20,17,15,21,25,20,5
67787,Medical,0.81,0.99,256,4,17,46,18,18,23,23,21,22,22,16,18,8
22303,Home,36.09,42.44,426,33,52,54,84,64,59,30,22,15,10,3,0,0
89959,Office,3.06,5.33,511,60,62,55,102,67,55,51,36,16,5,2,0,0
43948,Sports,1.72,9.4,223,92,52,51,17,6,1,4,0,0,0,0,0,0
28988,Electronics,12.19,2.32,317,172,81,40,11,10,1,2,0,0,0,0,0,0
47018,Medical,1.1,2.11,111,8,11,10,12,13,11,23,10,9,3,1,0,0
20286,Sports,13.04,12.45,131,8,12,15,11,8,16,18,21,16,3,3,0,0
33230,Home,19.37,37.94,110,1,11,13,8,8,22,15,17,10,3,2,0,0
38565,Medical,2.22,4.38,263,4,22,42,18,29,26,18,21,24,17,22,16,4
91353,Medical,0.12,0.56,298,90,95,68,27,17,0,1,0,0,0,0,0,0
56463,Home,35.54,34.26,129,1,7,12,14,20,15,21,21,14,1,3,0,0
11268,Office,3.74,4.08,187,0,0,0,0,1,2,22,27,39,40,32,18,6
60098,Medical,1.77,0.99,238,80,53,68,26,11,0,0,0,0,0,0,0,0
38774,Medical,3.53,1.95,207,0,0,0,0,1,5,38,21,44,36,47,11,4
23285,Medical,2.41,1.12,143,10,14,13,12,14,14,26,23,12,3,2,0,0
73854,Sports,15.78,11.59,236,102,46,40,26,13,6,3,0,0,0,0,0,0
73576,Electronics,16.29,2.48,260,7,23,45,25,26,20,15,22,18,20,17,15,7
45937,Clothing,0.58,3.07,258,0,0,0,0,1,5,36,34,47,52,60,14,9
94763,Sports,16.98,8.59,371,183,100,53,16,10,6,3,0,0,0,0,0,0
20345,Clothing,0.38,4.22,458,43,43,57,106,65,52,38,37,11,5,1,0,0
36197,Clothing,0.63,3.92,277,6,20,47,27,26,23,18,24,22,25,15,19,5
53581,Office,6.18,5.2,390,181,99,64,27,17,1,1,0,0,0,0,0,0
26582,Sports,8.95,5.5,350,191,62,56,17,18,4,2,0,0,0,0,0,0
13486,Sports,4.53,19.59,275,5,27,45,26,30,16,19,24,15,22,22,20,4
75615,Clothing,0.6,4.57,265,103,95,39,14,5,4,5,0,0,0,0,0,0
28418,Hygiene,2.27,0.39,130,5,10,9,13,19,13,27,23,7,3,1,0,0
86911,Home,58.21,24.1,465,30,51,80,83,72,56,32,30,19,9,3,0,0
28136,Office,6.25,2.46,126,10,10,11,15,8,10,24,21,10,5,2,0,0
41740,Office,1.78,5.37,123,7,6,7,15,10,20,25,18,13,2,0,0,0
27244,Hygiene,2.6,0.48,450,31,40,62,84,52,70,58,29,14,10,0,0,0
11591,Clothing,0.55,2.16,123,4,6,12,14,11,20,21,21,10,2,2,0,0
73501,Medical,3.27,2.2,237,8,17,47,20,15,16,17,17,23,15,17,20,5
51084,Sports,16.25,8.06,248,126,41,42,24,4,8,3,0,0,0,0,0,0
95383,Home,47.81,41.51,265,5,24,49,24,23,27,17,20,17,18,19,18,4
65053,Sports,25.36,10.89,120,4,8,6,17,12,15,20,25,9,1,3,0,0
64858,Home,49.86,43.5,183,0,0,0,0,1,6,24,30,37,42,25,11,7
35889,Electronics,11.62,2.87,144,10,11,12,16,19,21,17,24,9,4,1,0,0
16142,Clothing,0.68,2.19,286,175,48,41,14,5,3,0,0,0,0,0,0,0
12172,Clothing,0.64,5.29,231,0,0,0,0,0,4,25,23,60,51,45,18,5
82332,Clothing,0.5,4.62,128,7,5,13,15,10,23,22,22,9,1,1,0,0
86486,Sports,12.88,6.95,262,8,18,40,24,29,26,18,19,19,25,16,16,4
60920,Sports,1.02,2.95,339,178,61,68,15,5,9,3,0,0,0,0,0,0
99406,Home,8.37,44.46,118,7,9,6,15,17,16,16,16,14,1,1,0,0
32945,Hygiene,2.14,0.59,200,0,0,0,0,3,2,39,39,20,41,39,16,1
45604,Hygiene,2.43,0.48,261,4,27,48,18,22,25,17,21,17,18,18,19,7
99169,Electronics,4.23,2.2,274,6,26,50,27,20,20,23,22,18,22,18,17,5
41455,Hygiene,1.6,0.69,261,6,24,48,29,18,20,17,16,19,15,23,20,6
95615,Clothing,0.53,4.5,350,161,100,54,19,6,5,5,0,0,0,0,0,0
66602,Sports,14.11,15.84,207,0,0,0,0,1,10,27,31,52,45,22,11,8
61808,Electronics,4.88,3.11,119,6,12,9,12,12,11,13,25,12,6,1,0,0
81313,Office,2.65,5.51,343,186,55,51,23,15,8,5,0,0,0,0,0,0
74074,Medical,5.15,2.52,110,9,9,10,12,19,10,12,15,10,4,0,0,0
22709,Electronics,14.44,1.03,473,51,62,51,88,60,58,47,22,19,10,5,0,0
45285,Electronics,2.96,1.06,212,0,0,0,0,3,8,10,34,30,51,60,12,4
47560,Hygiene,1.81,0.5,168,0,0,0,0,1,3,10,20,33,46,34,13,8
10645,Hygiene,2.61,0.45,464,46,42,50,108,54,63,45,30,16,6,4,0,0
17135,Home,29.68,53.78,470,42,43,72,95,55,67,41,36,11,7,1,0,0
80278,Clothing,0.35,4.48,272,6,21,50,16,25,25,18,24,24,18,23,15,7
44217,Home,27.17,32.23,300,5,30,48,28,29,25,23,19,23,20,25,19,6
31427,Electronics,17.25,1.76,518,31,63,66,105,77,57,60,37,14,5,3,0,0
84393,Home,64.65,27.84,458,50,45,54,106,50,47,40,40,19,6,1,0,0
36245,Office,7.19,2.37,258,6,28,41,18,17,19,23,19,24,18,21,17,7
99788,Medical,1.04,3.35,265,7,29,44,23,20,28,17,22,21,18,16,15,5
39801,Clothing,0.55,4.32,178,0,0,0,0,2,9,14,37,30,48,22,14,2
63155,Medical,2.15,1.66,286,117,75,45,30,6,10,3,0,0,0,0,0,0
61787,Home,32.22,39.34,305,141,77,44,28,6,6,3,0,0,0,0,0,0
68656,Electronics,12.3,0.63,279,4,27,49,17,30,28,23,19,18,16,24,19,5
13271,Medical,2.05,3.06,123,3,11,10,15,14,14,19,15,15,5,2,0,0
97733,Office,1.61,3.98,168,0,0,0,0,2,5,26,21,26,46,22,13,7
75043,Sports,12.55,19.63,458,38,52,61,101,51,59,48,23,17,5,3,0,0
54659,Clothing,0.4,4.09,265,6,19,46,17,30,20,23,15,25,21,19,16,8
53847,Sports,11.93,9.34,364,159,87,66,23,20,6,3,0,0,0,0,0,0
65339,Sports,7.85,12.18,255,6,18,43,25,25,21,15,22,15,19,21,19,6
80161,Sports,20.33,13.28,279,5,27,41,26,30,27,18,19,16,24,20,19,7
25172,Hygiene,1.73,0.55,299,117,95,53,11,13,5,5,0,0,0,0,0,0
63641,Medical,2.06,1.58,274,7,30,47,20,24,23,17,20,22,23,15,20,6
12785,Clothing,0.56,4.17,479,56,56,63,99,61,49,40,32,10,10,3,0,0
78178,Electronics,3.97,2.33,234,6,16,42,15,28,15,16,25,15,20,17,15,4
32144,Medical,2.84,1.41,268,5,29,41,27,23,25,17,20,19,22,19,15,6
42456,Home,41.06,69.78,129,5,7,10,15,9,24,25,13,14,4,3,0,0
20976,Home,18.12,31.03,133,10,11,11,10,12,19,21,16,17,5,1,0,0
64692,Clothing,0.52,4.17,493,45,53,68,97,62,64,59,21,16,6,2,0,0
11217,Sports,12.38,14.61,257,6,29,49,16,21,15,18,16,23,23,15,18,8
98223,Clothing,0.5,5.37,126,8,7,7,15,18,22,22,11,11,4,1,0,0
37480,Clothing,0.45,4.87,116,2,12,15,7,13,21,14,18,8,5,1,0,0
17777,Electronics,10.08,2.74,499,44,52,56,105,74,69,45,36,12,5,1,0,0
77053,Clothing,0.49,3.17,338,159,77,59,22,17,2,2,0,0,0,0,0,0
88846,Clothing,0.4,3.92,272,7,26,41,20,23,20,23,22,19,24,19,20,8
43227,Sports,13.75,9.19,261,6,22,47,23,18,15,25,25,21,18,17,17,7
14769,Electronics,12.55,3.08,248,104,71,38,13,14,4,4,0,0,0,0,0,0
82700,Sports,20.67,3.32,442,35,55,69,103,55,44,31,25,12,9,4,0,0
52206,Medical,1.9,2.18,291,142,43,62,26,4,9,5,0,0,0,0,0,0
44821,Sports,8.82,3.44,458,35,43,76,98,52,51,50,25,20,5,3,0,0
37428,Electronics,13.41,0.24,472,39,46,56,91,66,51,58,40,16,9,0,0,0
31834,Home,23.86,53.56,287,5,26,47,29,26,30,16,19,19,24,23,16,7
69396,Clothing,0.53,2.46,518,45,61,63,98,72,69,53,33,13,6,5,0,0
62840,Clothing,0.42,3.91,259,6,20,45,22,15,26,16,25,24,19,17,20,4
95754,Hygiene,0.68,0.48,318,123,89,62,27,11,2,4,0,0,0,0,0,0
74574,Sports,5.72,7.15,292,7,30,42,25,29,24,23,22,25,24,19,18,4
65575,Clothing,0.56,6.37,220,102,46,38,24,6,1,3,0,0,0,0,0,0
33822,Electronics,12.08,0.01,230,119,53,31,13,11,2,1,0,0,0,0,0,0
43254,Medical,2.24,2.82,215,0,0,0,0,5,2,36,39,50,37,29,13,4
88414,Home,80.65,42.62,110,9,9,7,11,10,10,16,21,10,6,1,0,0
55498,Sports,11.65,12.55,492,38,67,72,100,74,42,58,21,14,5,1,0,0
70215,Electronics,13.98,0.49,493,59,40,70,108,78,55,36,20,16,9,2,0,0
65541,Hygiene,2.11,0.47,251,6,25,43,18,25,17,21,15,16,19,22,19,5
75573,Electronics,4.84,1.61,440,30,46,69,82,65,65,35,31,10,7,0,0,0
67978,Medical,3.88,0.48,461,38,58,57,91,67,51,36,38,15,9,1,0,0
96411,Clothing,0.56,3.84,297,163,70,39,13,6,2,4,0,0,0,0,0,0
44452,Home,68.49,5.54,273,108,87,43,12,10,8,5,0,0,0,0,0,0
98084,Sports,17.83,7.3,272,5,25,41,24,30,20,20,16,22,17,25,20,7
17078,Electronics,7.01,0.92,485,47,59,64,110,54,57,34,30,17,9,4,0,0
35047,Hygiene,1.21,0.66,460,44,58,73,102,60,45,39,21,11,7,0,0,0
74584,Home,35.98,47.38,441,40,40,57,93,65,42,52,30,12,10,0,0,0
14051,Electronics,4.63,1.37,291,89,98,54,30,14,5,1,0,0,0,0,0,0
28643,Medical,0.75,1.4,129,7,9,6,11,10,25,28,22,8,1,2,0,0
70692,Clothing,0.59,6.01,447,39,52,70,87,55,46,47,29,13,8,1,0,0
76623,Clothing,0.34,5.5,171,0,0,0,0,4,2,10,22,26,47,41,14,5
23176,Medical,0.81,3.35,463,52,62,57,99,78,40,33,22,15,5,0,0,0
39088,Office,2.55,5.36,194,0,0,0,0,5,7,11,28,38,31,48,17,9
18690,Medical,2.31,1.96,160,0,0,0,0,5,3,20,20,26,30,38,16,2
78932,Hygiene,4.63,0.83,482,37,66,72,103,55,42,44,34,14,10,5,0,0
79755,Clothing,0.38,11.58,131,8,13,14,7,13,24,18,21,7,3,3,0,0
13594,Home,66.33,16.81,269,4,18,43,25,29,20,16,22,24,20,24,16,8
18661,Medical,3.75,3.02,103,2,14,10,10,12,10,22,11,7,4,1,0,0
23625,Medical,0.8,3.41,272,148,56,30,16,16,4,2,0,0,0,0,0,0
89484,Hygiene,2.06,0.36,261,0,0,0,0,4,6,35,37,34,59,60,17,9
22692,Office,4.66,7.29,256,100,67,64,11,8,2,4,0,0,0,0,0,0
54801,Home,0.31,36.9,100,1,11,6,8,8,18,21,11,10,6,0,0,0
20008,Electronics,13.07,2.84,260,7,21,47,22,17,17,25,25,23,15,22,15,4
67768,Medical,2.66,1.02,261,5,17,40,26,28,15,22,22,17,21,21,20,7
30889,Office,1.84,5.36,280,6,18,45,30,25,27,18,23,24,22,18,17,7
70165,Home,23.02,51.68,257,107,44,58,30,6,8,4,0,0,0,0,0,0
87484,Sports,10.36,12.39,281,122,68,55,14,8,10,4,0,0,0,0,0,0
30741,Office,1.07,1.18,263,94,77,61,16,10,4,1,0,0,0,0,0,0
84704,Clothing,0.51,3.94,474,50,45,58,85,73,41,53,36,19,10,4,0,0
61323,Clothing,0.57,2.77,494,46,65,74,85,58,69,42,36,10,5,4,0,0
54359,Hygiene,2.94,0.61,450,35,63,51,94,50,45,57,26,16,10,3,0,0
77226,Medical,1.93,2,430,36,53,60,81,62,65,30,23,14,5,1,0,0
60698,Home,62.34,38.34,286,123,65,44,28,13,9,4,0,0,0,0,0,0
48132,Medical,1.65,3.88,322,137,93,60,13,14,3,2,0,0,0,0,0,0
39096,Office,3.95,1.29,318,173,82,30,18,5,9,1,0,0,0,0,0,0
30142,Sports,6.67,0.71,196,0,0,0,0,5,8,24,32,20,52,41,10,4
34124,Home,1.94,42.86,213,0,0,0,0,3,10,20,36,36,43,37,19,9
86414,Medical,3.24,3.74,172,0,0,0,0,3,7,16,23,33,38,32,14,6
25414,Hygiene,4.52,0.53,306,158,56,40,22,18,9,3,0,0,0,0,0,0
81367,Office,1.12,4.07,192,0,0,0,0,4,9,17,32,35,57,20,17,1
64868,Hygiene,3.33,0.54,431,41,43,50,84,73,51,30,30,19,7,3,0,0
55064,Medical,1.31,3.04,460,30,55,78,109,50,48,33,32,15,5,5,0,0
88271,Sports,12.48,11.01,158,0,0,0,0,5,7,22,22,24,37,26,14,1
49610,Electronics,7.13,1.07,130,8,14,14,17,9,10,28,11,14,5,0,0,0
27774,Sports,9.07,6.74,242,0,0,0,0,5,3,32,28,54,48,53,16,3
52455,Office,1.55,5.43,481,56,68,77,85,60,41,38,34,12,9,1,0,0
41935,Sports,7.17,7.13,232,0,0,0,0,2,9,27,20,60,41,51,18,4
96028,Clothing,0.45,0.96,278,8,23,50,30,20,22,25,16,23,20,18,15,8
46880,Hygiene,1.01,0.62,272,5,24,44,28,30,24,20,19,17,19,19,19,4
45171,Electronics,8.37,2.83,341,194,59,48,27,4,5,4,0,0,0,0,0,0
57060,Electronics,4.58,1.59,260,5,27,41,17,18,18,22,22,20,22,23,19,6
45281,Clothing,0.65,5.3,121,8,11,9,16,8,22,20,14,9,3,1,0,0
47016,Medical,1.62,1.43,191,0,0,0,0,2,10,17,21,28,48,42,13,10
97304,Electronics,18.72,2.26,273,6,28,42,30,20,27,18,19,20,23,15,17,8
14457,Hygiene,2.54,0.5,129,1,9,10,8,15,25,26,12,17,6,0,0,0
82019,Office,4.63,1.45,465,32,63,74,91,58,51,37,30,20,6,3,0,0
39947,Clothing,0.59,6.85,190,0,0,0,0,3,10,12,21,54,38,31,16,5
39032,Office,4.93,5.24,109,9,13,6,8,10,12,21,18,7,5,0,0,0
68240,Sports,22.37,0.76,259,93,74,49,13,19,7,4,0,0,0,0,0,0
89244,Clothing,0.67,3.94,252,0,0,0,0,4,8,40,35,43,52,47,17,6
